title,abstract,authors,url
Computational Modeling of Affixoid Behavior in Chinese Morphology ,"The morphological status of affixes in Chinese has long been a matter of debate. How one might apply the conventional criteria of free/bound and content/function features to distinguish word-forming affixes from bound roots in Chinese is still far from clear. Issues involving polysemy and diachronic change further blur the boundaries. In this paper, we propose three quantitative features in a computational modeling of affixoid behavior in Mandarin Chinese. The results show that except for a very few cases, there is no clear criteria that can be used to identify an affix’s status in an isolating language like Chinese. A diachronic check using contextual embeddings with the WordNet Sense Inventory also
demonstrates the possible role of the polysemy of lexical roots across diachronic settings.","Yu-Hsiang Tseng, Shu-Kai HSIEH, Pei-Yi Chen and Sara Court",http://arxiv.org/abs/cmp-lg/9604015v1
CoNAN: A Complementary Neighboring-based Attention Network for Referring Expression Generation ,"Daily scenes are complex in the real world due to occlusion, undesired lighting condition, etc. Although humans handle those complicated environments relatively well, they evoke challenges for machine learning systems to identify and describe the target without ambiguity. Previous studies focus on the context of the target object by comparing objects within the same category and utilizing the cycle-consistency between listener and speaker modules. However, it is still very challenging to mine the discriminative features of the target object on forming unambiguous expression. In this work, we propose a novel Complementary Neighboring-based Attention Network (CoNAN) that explicitly utilizes the visual differences between the target object and its highly-related neighbors. This highly-related neighbors are determined by an attentional ranking module, as complementary features, highlighting the discriminating aspects for the target object. The speaker module then takes the visual difference features as an additional input to generate the expression. Our qualitative and quantitative results on the dataset RefCOCO, RefCOCO+, and RefCOCOg demonstrate that our generated expressions outperform other state-of-the-art models by a clear margin.","Jungjun Kim, Hanbin Ko and Jialin Wu",
"Conception: Multilingually-Enhanced, Human-Readable Concept Vector Representations ","To date, the most successful word, word sense, and concept modelling techniques use large corpora and knowledge resources to produce dense vector representations that capture semantic similarities in a relatively low-dimensional space. Most current approaches, however, suffer from a monolingual bias with their strength depending on the amount of data available across languages.
In this paper, we address this issue and propose Conception, a novel technique for building language-independent, vector representations of concepts which places multilinguality at its core while retaining explicit relationships between concepts. We show that our high-coverage representations outperform current work on multilingual and cross-lingual word similarity and Word Sense Disambiguation.",Simone Conia and Roberto Navigli,
Connecting the Dots Between Fact Verification and Fake News Detection ,"Fact verification models have enjoyed a fast advancement in the last two years with the development of pre-trained language models like BERT and the release of large scale datasets such as FEVER. However, the challenging problem of fake news detection has not benefited from the improvement of fact verification models, which is closely related to fake news detection. In this paper, we propose a simple yet effective approach to connect the dots between fact verification and fake news detection. Our approach first employs a text summarization model pre-trained on news corpora to summarize the long news article into a short claim. Then we use a fact verification model pre-trained on the FEVER dataset to detect whether the input news article is real or fake. Our approach makes use of the recent success of fact verification models and enables zero-shot fake news detection, alleviating the need of large scale training data to train fake news detection models. Experimental results on FakenewsNet, a benchmark dataset for fake news detection, demonstrate the effectiveness of our proposed approach.",Qifei LI and Wangchunshu Zhou,http://arxiv.org/abs/2010.05202v1
Constituency Lattice Encoding for Aspect Term Extraction ,"One of the remaining challenges for aspect term extraction in sentiment analysis resides in the extraction of phrase-level aspect terms, which is non-trivial to determine the boundaries of such terms. In this paper, we aim to address this issue by incorporating the span annotations of constituents of a sentence to leverage the syntactic information in neural network models. To this end, we first construct a constituency lattice structure based on the constituents of a constituency tree. Then, we present two approaches to encoding the constituency lattice using BiLSTM-CRF and BERT as the base models, respectively, whereas other models can be applied as well. We experimented on two benchmark datasets to evaluate the two models, and the results confirm their effectiveness with respective 3.17 and 1.35 points gained in F1-Measure over the current state of the art. The improvements justify the effect of the constituency lattice for aspect term extraction.","Yunyi Yang, Kun Li, Xiaojun Quan, Weizhou Shen and Qinliang Su",http://arxiv.org/abs/nucl-th/0301081v1
Constructing A Multi-hop QA Dataset for Comprehensive Evaluation of Reasoning Steps ,"A multi-hop dataset aims to test reasoning and inference skills by requiring a model to read multiple paragraphs to answer a given question.
However, current datasets do not provide a complete explanation for the reasoning process from the question to the answer.
Further, previous studies revealed that many examples in existing multi-hop datasets do not require multi-hop reasoning to answer a question.
In this study, we present a new multi-hop dataset, called 2WikiMultiHopQA, by using Wikipedia and Wikidata.
In our dataset, we introduced the evidence information containing a reasoning path for multi-hop questions.
The evidence information has two benefits: (i) providing a comprehensive explanation for predictions and (ii) evaluating the reasoning skills of a model.
We carefully designed a pipeline and a set of templates when generating a question--answer pair that guarantees the multi-hop steps and the quality of the questions.
We also exploited the structured format in Wikidata and use logical rules to create questions that are natural but still require multi-hop reasoning.
Through experiments, we demonstrated that our dataset is challenging for multi-hop models and it ensures that multi-hop reasoning is required.","Xanh Ho, Anh-Khoa Duong Nguyen, Saku Sugawara and Akiko Aizawa",http://arxiv.org/abs/2011.01060v2
Context Dependent Semantic Parsing: A Survey ,"Semantic parsing is the task of translating natural language utterances into machine-readable meaning representations. Currently, most semantic parsing methods are not able to utilize the contextual information  (e.g. dialogue and comments history), which has a great potential to boost the semantic parsing systems. To overcome this issue, context dependent semantic parsing has recently drawn a lot of attention.  In this survey, we investigate progress on the methods for the context dependent semantic parsing, together with the current datasets and tasks. We then point out open problems and challenges for future research in this area.","Zhuang Li, Lizhen Qu and Gholamreza Haffari",http://arxiv.org/abs/2011.00797v1
Context in Informational Bias Detection ,"Informational bias is bias through sentences or clauses that convey tangential, speculative, or background information that can sway readers’ opinions towards entities. 
By nature, informational bias is context-dependent, but previous work on informational bias detection has not explored the role of context beyond the sentence. In this paper we explore four kinds of context, namely direct textual context, article context, coverage context and domain context, and find that article context can help improve performance. 
We also perform the first error analysis of classification models on this task, and find that models are sensitive to differences in newspaper source, do well on informational bias in quotes and struggle with informational bias with positive polarity. Finally, we observe improvement by the model with article context on articles that do not prominently feature well-known entities.",Esther van den Berg and Katja Markert,http://arxiv.org/abs/2012.02015v1
Context-aware Lexical Coherence Modeling ,"Previous models of lexical coherence capture coherence patterns on the graph, but they disregard the context in which words occur. We propose a lexical coherence model, which takes contextual information into account. Our model first captures the central point of a text, called a semantic centroid vector, computed as the mean of sentence vector representations. Then, the model encodes the patterns of semantic changes between the semantic centroid vector and sentence representations.",Sungho Jeon and Michael Strube,http://arxiv.org/abs/cs/0105037v1
Context-Aware Text Normalisation for Historical Dialects ,"Context-aware historical text normalisation is a severely under-researched area.  To fill the gapwe propose a context-aware normalisation approach that relies on the state-of-the-art methods inneural machine translation and transfer learning.  We propose a multidialect normaliser with acontext-aware reranking of the candidates. The reranker relies on a word-level n-gram languagemodel  that  is  applied  to  the  five  best  normalisation  candidates.   The  results  are  evaluated  onthe historical multidialect datasets of German, Spanish, Portuguese and Slovene.  We show thatincorporating dialectal information into the training leads to the accuracy improvement on all thedatasets.  The context-aware reranking gives further improvement over the baseline.  For threeout of six datasets, we reach a significantly higher accuracy than reported in the previous studies.The other three results are comparable with the current state-of-the-art. The code for the rerankerwill be published as open-source",Maria Sukhareva,http://arxiv.org/abs/2009.12622v1
Contextual Argument Component Classification for Class Discussions ,"Argument mining systems often consider contextual information, i.e. information outside of an argumentative discourse unit, when trained to accomplish  tasks such as argument component identification, classification, and relation extraction. However, prior work has not carefully analyzed  the utility of different contextual properties in context-aware models. In this work, we show how two different types of contextual information, local discourse context and speaker context, can be incorporated into a computational model for classifying argument components  in multi-party classroom discussions. We find that both context types can improve performance, although the improvements are dependent on context size and position.",Luca Lugini and Diane Litman,http://arxiv.org/abs/1911.06448v1
Contextualized Embeddings for Enriching Linguistic Analyses on Politeness ,"Linguistic analyses have often been performed around the static notion of words where the context
(surrounding words) is not considered. For example, previous analyses on politeness have focused
on comparing the use of static words such as personal pronouns across (im)polite requests without
taking the context of those words into account. Current word embeddings in NLP do capture
context and thus can be leveraged to enrich linguistic analyses. In this work, we introduce a model
which leverages the pre-trained BERT model to cluster contextualized representations of a word
based on (1) the context in which the word appears and (2) the labels of items the word occurs
in. Using politeness as case study, this model is able to automatically discover interpretable,
fine-grained context patterns of words, some of which align with existing theories on politeness.
Our model further discovers novel finer-grained patterns associated with (im)polite language.
For example, the word “please” can occur in impolite contexts that are predictable from BERT
clustering. The approach proposed here is validated by showing that features based on fine-grained
patterns inferred from the clustering improve over politeness-word baselines.","Ahmad Aljanaideh, Eric Fosler-Lussier and Marie-Catherine de Marneffe",http://arxiv.org/abs/2010.12684v1
Continual Lifelong Learning in Natural Learning Processing: A Survey ,"Continual learning (CL) aims to enable information systems to learn from a continuous data stream across time. However, it is difficult for existing deep learning architectures to learn a new task without largely forgetting previously acquired knowledge. Furthermore, CL is particularly challenging for language learning, as natural language is ambiguous: it is discrete, compositional, and its meaning is context-dependent. In this work, we look at the problem of CL through the lens of various NLP tasks. Our survey discusses major challenges in CL and current methods applied in neural network models. We also provide a critical review of the existing CL evaluation methods and datasets in NLP. Finally, we present our outlook on the future research directions.","Magdalena Biesialska, Katarzyna Biesialska and Marta R. Costa-jussà",http://arxiv.org/abs/2012.09823v1
ContraCAT: Contrastive Coreference Analytical Templates for Machine Translation ,"Recent high scores on pronoun translation using context-aware neural machine translation have suggested that current approaches work well. ContraPro is a notable example of a contrastive challenge set for English→German pronoun translation. The high scores achieved by current approaches may suggest that they are able to effectively model the complicated set of inferences required to carry out pronoun translations. This entails the ability to determine which entities could be referred to, identify which entity a source- language pronoun refers to (if any), and access the target-language grammatical gender for that entity. We first show through a series of targeted adversarial attacks that in fact current approaches are not able to model all of this information well. Inserting small amounts of distracting information is enough to strongly reduce scores, which should not be the case. We then create a new template test set ContraCAT, designed to individually assess the ability to handle the specific steps necessary for successful pronoun translation. Our analyses show that current approaches to context-aware NMT rely on a set of surface heuristics, which break down when translations require real reasoning. We also try an approach for augmenting the training data, with some improvements.","Dario Stojanovski, Benno Krojer, Denis Peskov and Alexander Fraser",
Contrastive Zero-Shot Learning for Cross-Domain Slot Filling with Adversarial Attack ,"Zero-shot slot filling has widely arisen to cope with data scarcity in target domains. However, previous approaches often ignore constraints between slot value representation and related slot description representation in the latent space and lack enough model robustness. In this paper, we propose a Contrastive Zero-Shot Learning with Adversarial Attack (CZSL-Adv) method for the cross-domain slot filling. The contrastive loss aims to map slot value contextual representations to the corresponding slot description representations. And we introduce an adversarial attack training strategy to improve model robustness. Experimental results show that our model significantly outperforms state-of-the-art baselines under both zero-shot and few-shot settings.","Keqing He, Jinchao Zhang, Yuanmeng Yan, Weiran XU, Cheng Niu and Jie Zhou",http://arxiv.org/abs/2006.07589v2
Controllable Abstractive Sentence Summarization with Guiding Entities ,"Entities are the major proportion and build up the topic of text summaries. Although existing text summarization models can produce promising results of automatic metrics, for example, ROUGE, it is difficult to guarantee that an entity is contained in generated summaries. In this paper, we propose an controllable abstractive sentence summarization model which generates summaries with guiding entities. Instead of generating summaries from left to right, we start with a selected entity, generate the left part first, then the right part of a complete summary. Compared to previous entity-based text summarization models, our method can ensure that entities appear in final output summaries rather than generating the complete sentence with implicit entity and article representations. Our model can also generate more novel entities with them incorporated into outputs directly. To evaluate the informativeness of the proposed model, we develop a fine-grained informativeness metrics in the relevance, extraness and omission perspectives. We conduct experiments in two widely-used sentence summarization datasets and experimental results show that our model outperforms the state-of-the-art methods in both automatic evaluation scores and informativeness metrics.","Changmeng Zheng, Yi Cai, Guanjie Zhang and Qing Li",http://arxiv.org/abs/2004.11779v2
Conversational Machine Comprehension: a Literature Review ,"Conversational Machine Comprehension (CMC) is a research track in conversational AI which expects the machine to understand an open-domain text and thereafter engage in a multi-turn conversation to answer questions related to the text. While most of the research in Machine Reading Comprehension (MRC) revolves around single-turn question answering (QA), multi-turn CMC has recently gained prominence, thanks to the advancement in natural language understanding via neural language models such as BERT and the introduction of large-scale conversational datasets such as CoQA and QuAC. The rise in interest has, however, led to a flurry of concurrent publications, each with a different yet structurally similar modeling approach and an inconsistent view of the surrounding literature. With the volume of model submissions to conversational datasets increasing every year, there exists a need to consolidate the scattered knowledge in this domain to streamline future research. This literature review attempts at providing a holistic overview of CMC with an emphasis on the common trends across recently published models, specifically in their approach to tackling conversational history. The review synthesizes a generic framework for CMC models while highlighting the differences in recent approaches and intends to serve as a compendium of CMC for future researchers.","Somil Gupta, Bhanu Pratap Singh Rawat and hong yu",http://arxiv.org/abs/2006.00671v2
Coordination Boundary Identification without Labeled Data for Compound Terms Disambiguation ,"We propose a simple method for nominal coordination boundary identification. The main strength of our method is that it can identify the coordination boundaries without training on labeled data, and is applicable under the conditions where annotations of coordination structure are not readily available.
 Our system employs pre-trained word embeddings to measure the similarities of words, and detects the span of coordination, assuming that conjuncts share syntactic and semantic similarities. We demonstrate that our method yields good results in identifying coordinated noun phrases under the GENIA corpus, and is comparable to a recent supervised method for the case in which the coordinator conjoins simple noun phrases.","Yuya Sawada, Takashi Wada, Takayoshi Shibahara, Hiroki Teranishi, Shuhei Kondo, Hiroyuki Shindo, Taro Watanabe and Yuji Matsumoto",http://arxiv.org/abs/1606.02529v1
Coreference information guides human expectations during natural reading ,"Models of human sentence processing effort tend to focus on costs associated with retrieving structures and discourse referents from memory (memory-based) and/or on costs associated with anticipating upcoming words and structures based on contextual cues (expectation-based) (Levy,2008).  Although evidence suggests that expectation and memory may play separable roles in language comprehension (Levy et al., 2013), theories of coreference processing have largely focused on memory: how comprehenders identify likely referents of linguistic expressions. In this study, we hypothesize that coreference tracking also informs human expectations about upcoming words,  and  we  test  this  hypothesis  by  evaluating  the  degree  to  which  incremental  surprisal measures generated by a novel coreference-aware semantic parser explain human response times in a naturalistic self-paced reading experiment. Results indicate (1) that coreference information indeed guides human expectations and (2) that coreference effects on memory retrieval exist independently of coreference effects on expectations. Together, these findings suggest that the language processing system exploits coreference information both to retrieve referents from memory and to anticipate upcoming material.","Evan Jaffe, Cory Shain and William Schuler",http://arxiv.org/abs/1907.05524v1
Corpus-Based Identification of Verbs participating in Verb Alternations using Classification and Manual Annotation ,"English verb alternations allow participating verbs to appear in a set of syntactically different constructions whose associated semantic frames are systematically related. We use ENCOW and VerbNet data to train classifiers to predict the instrument subject alternation and the causative-inchoative alternation, relying on count-based and vector-based features as well as perplexity-based language model features, which are intended to reflect each alternation's felicity by simulating it. Beyond the prediction task, we use the classifier results as a source for a manual annotation step in order to identify new, unseen instances of each alternation. This is possible because existing alternation datasets contain positive, but no negative instances and are not comprehensive. Over several sequences of classification-annotation steps, we iteratively extend our sets of alternating verbs. Our hybrid approach to the identification of new alternating verbs reduces the required annotation effort by only presenting annotators with the highest-scoring candidates from the previous classification. Due to the success of semi-supervised and unsupervised features, our approach can easily be transferred to further alternations.",Esther Seyffarth and Laura Kallmeyer,http://arxiv.org/abs/1907.11117v2
CosMo: Conditional Seq2Seq-based Mixture Model for Zero-Shot Commonsense Question Answering ,"Commonsense reasoning refers to the ability of evaluating a social situation and acting accordingly. Identification of the implicit causes and effects of a social context is the driving capability which can enable machines to perform commonsense reasoning. The dynamic world of social interactions requires context-dependent on-demand systems to infer such underlying information. However, current approaches in this realm lack the ability to perform commonsense reasoning upon facing an unseen situation, mostly due to incapability of identifying a diverse range of implicit social relations. Hence they fail to estimate the correct reasoning path.
In this paper, we present Conditional Seq2Seq-based Mixture model (CosMo), which provides us with the capabilities of dynamic and diverse content generation. We use CosMo to generate context-dependent clauses, which form a dynamic Knowledge Graph (KG) on-the-fly for commonsense reasoning.
To show the adaptability of our model to context-dependant knowledge generation, we address the task of zero-shot commonsense question answering. The empirical results indicate an improvement of up to +5.2\% over the state-of-the-art models.","Farhad Moghimifar, Lizhen Qu, Yue Zhuo, Mahsa Baktashmotlagh and Gholamreza Haffari",
Creation of Corpus and analysis in Code-Mixed Kannada-English Twitter data for Emotion Prediction ,"Emotion prediction is a critical task in the field of Natural Language Processing (NLP). There
has been a significant amount of work done in emotion prediction for resource-rich languages. There has been work done on code-mixed social media corpus but not on emotion prediction of Kannada-English code-mixed Twitter data. In this paper, we analyze the problem of emotion prediction on corpus obtained from code-mixed Kannada-English extracted from Twitter annotated with their respective ‘Emotion’ for each tweet. We experimented with machine learning prediction models using features like Character N-Grams, Word N-Grams, Repetitive characters, and others on SVM and LSTM on our corpus, which resulted in an accuracy of 30% and 32% respectively.","Abhinav Reddy Appidi, Vamshi Krishna Srirangam, Darsi Suhas and Manish Shrivastava",http://arxiv.org/abs/0705.0544v1
Cross-lingual Annotation Projection in Legal Texts ,"We study annotation projection in text classification problems where source documents are published in multiple languages and may not be an exact translation of one another. In particular, we focus on the detection of unfair clauses in privacy policies and terms of service. We present the first English-German parallel asymmetric corpus for the task at hand. We study and compare several language-agnostic sentence-level projection methods. Our results indicate that a combination of word embeddings and dynamic time warping performs best.","Andrea Galassi, Kasper Drazewski, Marco Lippi and Paolo Torroni",http://arxiv.org/abs/2011.00318v1
Cross-Lingual Document Retrieval with Smooth Learning ,"Cross-lingual document search is an information retrieval task in which the queries' language and the documents' language are different. In this paper, we study the instability of neural document search models and propose a novel end-to-end robust framework that achieves improved performance in cross-lingual search with different documents' languages. This framework includes a novel
measure of the relevance, smooth cosine similarity, between queries and documents, and a novel loss function, Smooth Ordinal Search Loss, as the objective function. We further provide theoretical guarantee on the generalization error bound for the proposed framework. We conduct experiments to compare our approach with other document search models, and observe significant gains under commonly used ranking metrics on the cross-lingual document retrieval task in a variety of languages.","Jiapeng Liu, Xiao Zhang, Dan Goldwasser and Xiao Wang",http://arxiv.org/abs/2011.00701v1
Cross-lingual Machine Reading Comprehension with Language Branch Knowledge Distillation ,"Cross-lingual Machine Reading Comprehension (CLMRC) remains a challenging problem due to the lack of large-scale annotated datasets in low-source languages, such as Arabic, Hindi, and Vietnamese. Many previous approaches use translation data by translating from a rich-source language, such as English, to low-source languages as auxiliary supervision. However, how to effectively leverage translation data and reduce the impact of noise introduced by translation remains onerous. In this paper, we tackle this challenge and enhance the cross-lingual transferring performance by a novel augmentation approach named Language Branch Machine Reading Comprehension (LBMRC). A language branch is a group of passages in one single language paired with questions in all target languages. We train multiple machine reading comprehension (MRC) models proficient in individual language based on translation data. Then, we devise a knowledge distillation approach to transfer knowledge from multiple language branch models to a single model for all target languages, to save the cost of training, inference, and maintenance for multiple models. Our extensive experiments on two CLMRC benchmarks clearly show the effectiveness of our proposed method.","Junhao Liu, Linjun Shou, Jian Pei, Ming Gong, Min Yang and Daxin Jiang",http://arxiv.org/abs/2010.14271v1
Cross-lingual Transfer Learning for Grammatical Error Correction ,"In this study, we explore cross-lingual transfer learning in grammatical error correction (GEC) tasks.
Many languages suffer from lack of resources to train GEC models.
Cross-lingual transfer learning from high-resource languages (the source models) is effective for training models of low-resource languages (the target models) in various tasks.
However, in GEC tasks, the possibility of transferring grammatical knowledge (e.g., grammatical functions) across languages is not evident.
Therefore, we investigate cross-lingual transfer learning methods for GEC.
Our results show that transfer learning from other languages improves the accuracy of GEC.
We also demonstrate that proximity to source languages has a significant impact on the accuracy of correcting certain error types.","Ikumi Yamashita, Satoru Katsumata, Masahiro Kaneko, Aizhan Imankulova and Mamoru Komachi",http://arxiv.org/abs/1904.03279v2
Curious Case of Language Generation Evaluation Metrics: A Cautionary Tale ,"Automatic evaluation of language generation systems is a well-studied problem in NLP. While new metrics are proposed every year, a few popular metrics are preferred to evaluate tasks such as image captioning and machine translation, despite their known limitations. This is partly due to ease of use, and partly because researchers expect to see them and know how to interpret them. In this paper, we urge the community for more careful consideration of how they automatically evaluate their models, by demonstrating important failure cases on multiple datasets, language pairs and tasks. Our experiments show that metrics (i) usually prefer system outputs to human-authored texts, (ii) can be insensitive to correct translations of rare words, (iii) can yield surprisingly high scores when given a single sentence as system output for the entire test set.","Ozan Caglayan, Pranava Madhyastha and Lucia Specia",http://arxiv.org/abs/2010.13588v1
CxGBERT: BERT meets Construction Grammar ,"While lexico-semantic elements no doubt capture a large amount of linguistic information, it has been argued that they do not capture all information contained in text. This assumption is central to constructionist approaches to language which argue that language consists of \textit{constructions}, learned pairings of a form and a function or meaning that cannot be predicted from its component parts. BERT’s training objectives give it access to a tremendous amount of lexico-semantic information, and while BERTology has shown that BERT captures certain important linguistic dimensions, there have been no studies exploring the extent to which BERT might have access to constructional information. In this work we design several probes and conduct extensive experiments to answer this question. Our results allow us to conclude that BERT does indeed have access to a significant amount of information, much of which linguists typically call constructional information. The impact of this observation is potentially far-reaching as it provides insights into what deep learning methods learn from text, while also showing that information contained in constructions is redundantly encoded in lexico-semantics.","Harish Tayyar Madabushi, Laurence Romain, Dagmar Divjak and Petar Milin",
Cycle-Consistent Adversarial Autoencoders for Unsupervised Text Style Transfer ,"Unsupervised text style transfer is full of challenges due to the lack of parallel data and difficulties in content preservation. In this paper, we propose a novel neural approach to unsupervised text style transfer which we refer to as Cycle-consistent Adversarial autoEncoders (CAE) trained from non-parallel data. CAE consists of three essential components: (1) LSTM autoencoders that encode a text in one style into its latent representation and decode an encoded representation into its original text or a transferred representation into a style-transferred text, (2) adversarial style transfer networks that use an adversarially trained generator to transform a latent representation in one style into a representation in another style, and (3) a cycle-consistent constraint that enhances the capacity of the adversarial style transfer networks in content preservation. The entire CAE with these three components can be trained end-to-end. Extensive experiments and in-depth analyses on two widely-used public datasets consistently validate the effectiveness of proposed CAE in both style transfer and content preservation against several strong baselines in terms of four automatic evaluation metrics and human evaluation.","Yufang Huang, Wentao Zhu, Deyi Xiong, Yiye Zhang, Changjian Hu and Feiyu Xu",http://arxiv.org/abs/2010.00735v1
DaN+: Danish Nested Named Entities and Lexical Normalization ,"This paper introduces DaN+, a multi-domain resource for nested named entities (NEs) and lexical normalization for Danish, a less-resourced language.
We empirically assess
three strategies to model the two-layer NE annotations, 
cross-lingual cross-domain transfer from German versus in-language annotation, 
language-specific versus multilingual BERT, and
the effect of lexical normalization on Danish NE. 
Our results show that the most robust strategy is multi-task learning which is rivaled by multi-label decoding, transfer is successful also for zero-shot, and in-language BERT and lexical normalization works the best on the least canonical data. However, our results also show that out-of-domain remains challenging, while performance on news plateaus quickly. This highlights the importance of cross-domain evaluation of cross-lingual transfer.","Barbara Plank, Kristian Nørgaard Jensen and Rob van der Goot",
Data Augmentation via Subtree Swapping for Dependency Parsing of Low-Resource Languages ,"The lack of annotated data is a big issue for building reliable NLP systems for most of the world’s languages. But this problem can be alleviated by automatic data generation. In this paper, we present a new data augmentation method for artificially creating new dependency-annotated sentences. The main idea is to swap subtrees between annotated sentences while enforcing strong constraints on those trees to ensure maximal grammaticality of the new sentences. We also propose a method to perform low-resource experiments using resource-rich languages by mimicking low-resource languages by sampling sentences under a low-resource distribution. In a series of experiments, we show that our newly proposed data augmentation method outperforms previous proposals using the same basic inputs.",Mathieu Dehouck and Carlos Gómez-Rodríguez,http://arxiv.org/abs/2101.00411v1
Data Selection for Bilingual Lexicon Induction from Specialized Comparable Corpora ,"Narrow specialized comparable corpora are often small in size. This particularity makes it difficult to build efficient models to acquire translation equivalents, especially for less frequent and rare words. One way to overcome this issue is to enrich the specialized corpora  with out-of-domain resources. Although some recent studies have shown improvements using data augmentation, the enrichment method was roughly conducted by adding out-of-domain data with no particular attention given to which words to enrich and how to do it optimally. 
In this paper, we contrast several data selection techniques to improve bilingual lexicon induction from specialized comparable corpora. We first apply two well-established techniques often used in machine translation' data selection that is: Tf-Idf and Cross-Entropy and then, we propose to exploit BERT for data selection. Overall, all the proposed techniques improve bilingual lexicon extraction with a large margin. The best performing model was the Cross-Entropy obtaining a gain of about 4 points in MAP while decreasing computation time by a factor 10.","Martin Laville, Amir Hazem, Emmanuel Morin and Phillippe Langlais",http://arxiv.org/abs/1509.07308v2
Debunking Rumors on Twitter with Tree Transformer ,"Rumors are manufactured with no respect for accuracy, but can circulate quickly and widely by ``word-of-post'' through social media conversations. Conversation tree encodes important information indicative of the credibility of rumor. Existing conversation-based techniques for rumor detection either just strictly follow tree edges or treat all the posts fully-connected during feature learning. In this paper, we propose a novel detection model based on tree transformer to better utilize user interactions in the dialogue where post-level self-attention plays the key role for aggregating the intra-/inter-subtree stances. Experimental results on the TWITTER and PHEME datasets show that the proposed approach consistently improves rumor detection performance.",Jing Ma and Wei Gao,http://arxiv.org/abs/1709.04402v1
Decolonising Speech and Language Technology ,"After generations of exploitation, Indigenous people often respond negatively to the idea that their languages are mere data ready for the taking. Too often, speech language technologies work by treating Indigenous knowledge as a commodity, disenfranchising local knowledge authorities and reenacting the causes of language endangerment. Linguists and technologists have heard the calls for decolonisation, and we need to understand what this means in our practice concerning Indigenous languages. In this paper I call attention to colonising discourse in speech and language technology, and suggest different ways of working with Indigenous communities that build on local strengths, opening a discussion of a postcolonial approach to computational methods for supporting language vitality.",Steven Bird,http://arxiv.org/abs/2009.14258v1
Deconstruct to Reconstruct a Configurable Evaluation Metric for Open-Domain Dialogue Systems ,"Many automatic evaluation metrics have been proposed to score the overall quality of a response in open-domain dialogue. Generally, an overall quality is comprised of various aspects, such as relevancy, specificity, and empathy. Moreover, the importance of each aspect differs according to the task. For instance, a specific response is more important than an empathetic response in food-ordering dialogue task. However, existing metrics are not designed to cope with such flexibility. For example, BLEU score fundamentally relies only on word overlapping, whereas BERTScore relies on semantic similarity between reference and candidate response. Thus, they are not guaranteed to capture the required aspects, i.e., specificity. To design a metric that is flexible to a task, we first propose to make these qualities more manageable by grouping them into three groups: understandability, sensibleness, and likability where likability is a combination of qualities that are essential for a task. We also propose a simple method to composite each group’s metric to obtain a single metric called USL-H, which stands for Understandability, Sensibleness, and Likability in Hierarchy. We demonstrated that USL-H score achieves good correlations with human judgement and maintains its flexibility towards different aspects and metrics.","Vitou Phy, Yang Zhao and Akiko Aizawa",http://arxiv.org/abs/2011.00483v1
Deep Inside-outside Recursive Autoencoder with All-span Objective ,"Deep inside-outside recursive autoencoder (DIORA) is a neural-based model designed for unsupervised constituency parsing. During its forward computation, it provides phrase and contextual representations for all spans in the input sentence. By utilizing the contextual representation of each leaf-level span, the span of length 1, to reconstruct the word inside the span, the model is trained without labeled data. In this work, we extend the training objective of DIORA by making use of all spans instead of only leaf-level spans. We test our new training objective on datasets of two languages: English and Japanese, and empirically show that our method achieves improvement in parsing accuracy over the original DIORA.","Ruyue Hong, Jiong Cai and Kewei Tu",http://arxiv.org/abs/1410.0630v1
Deep Learning Framework for Measuring the Digital Strategy of Companies from Earnings Calls ,"Companies today are racing to leverage the latest digital technologies, such as artificial intelligence, blockchain, and cloud computing. However, many companies report that their strategies did not achieve the anticipated business results. This study is the first to apply state-of-the-art NLP models on unstructured data to understand the different clusters of digital strategy that companies are Adopting. We achieve this by analyzing earnings calls from Fortune 500 companies between 2015 and 2019. We use Transformer-based architecture for text classification which show a better understanding of the conversation context. We then investigate digital strategy patterns by applying clustering analysis. Our findings suggest that Fortune 500 companies use four distinct strategies which are product-led, experience-led, service-led, and efficiency-led. This work provides an empirical baseline for companies and researchers to enhance our understanding of the field.","Ahmed Ghanim Al-Ali, Robert Phaal and Donald Sull",http://arxiv.org/abs/2010.12418v2
Definition Frames: Using Definitions for Hybrid Concept Representations ,"Advances in word representations have shown tremendous improvements in downstream NLP tasks, but lack semantic interpretability. In this paper, we introduce Definition Frames (DF), a matrix distributed representation extracted from definitions, where each dimension is semantically interpretable. DF dimensions correspond to the Qualia structure relations: a set of relations that uniquely define a term. Our results show that DFs have competitive performance with other distributional semantic approaches on word similarity tasks.","Evangelia Spiliopoulou, Artidoro Pagnoni and Eduard Hovy",http://arxiv.org/abs/1909.04793v2
